AREA_NAME,Year,Crime_Type,POPULATION_2023,Crime_Count,Crime_Rate_per_1000
Area 82,2017,BIKETHEFT,5617,1,0.17803097739006588
Area 83,2017,BIKETHEFT,36516,10,0.2738525577828897
Area 84,2017,BIKETHEFT,5538,3,0.5417118093174431
Area 85,2017,BIKETHEFT,37262,18,0.48306585797863777
Area 86,2017,BIKETHEFT,35452,12,0.33848584000902626
Area 87,2017,BIKETHEFT,8624,3,0.34786641929499074
Area 88,2017,BIKETHEFT,20581,5,0.24294251979981538
Area 89,2017,BIKETHEFT,24391,15,0.6149809355909968
Area 90,2017,BIKETHEFT,7210,6,0.8321775312066575
Area 91,2017,BIKETHEFT,7285,4,0.5490734385724091
Area 92,2017,BIKETHEFT,23761,8,0.3366861664071377
Area 93,2017,BIKETHEFT,37280,19,0.509656652360515
Area 94,2017,BIKETHEFT,12825,7,0.5458089668615984
Area 95,2017,BIKETHEFT,19750,6,0.3037974683544304
Area 96,2017,BIKETHEFT,29262,7,0.2392180985578566
Area 97,2017,BIKETHEFT,30448,20,0.6568575932737782
Area 98,2017,BIKETHEFT,15686,8,0.5100089251561902
Area 99,2017,BIKETHEFT,32454,13,0.4005669563073889
Area 100,2017,BIKETHEFT,17636,9,0.5103198004082558
Area 1,2018,BIKETHEFT,7985,6,0.7514088916718848
Area 2,2018,BIKETHEFT,34924,16,0.4581376703699462
Area 3,2018,BIKETHEFT,34709,18,0.5185974819211155
Area 4,2018,BIKETHEFT,7756,3,0.3867973182052605
Area 5,2018,BIKETHEFT,14641,4,0.27320538214602824
Area 6,2018,BIKETHEFT,36312,14,0.38554747741793344
Area 7,2018,BIKETHEFT,19182,9,0.46918986549890523
Area 8,2018,BIKETHEFT,20179,10,0.495564695971059
Area 9,2018,BIKETHEFT,32167,19,0.5906674542232723
Area 10,2018,BIKETHEFT,29172,10,0.3427944604415193
Area 11,2018,BIKETHEFT,14096,7,0.4965947786606129
Area 12,2018,BIKETHEFT,35537,18,0.5065143371697105
Area 13,2018,BIKETHEFT,33980,12,0.3531489111241907
Area 14,2018,BIKETHEFT,12988,12,0.9239297813366184
Area 15,2018,BIKETHEFT,18535,10,0.5395198273536552
Area 16,2018,BIKETHEFT,29540,18,0.6093432633716994
Area 17,2018,BIKETHEFT,11215,4,0.3566651805617477
Area 18,2018,BIKETHEFT,22982,9,0.3916108258637194
Area 19,2018,BIKETHEFT,34393,20,0.5815136801093246
Area 20,2018,BIKETHEFT,33824,13,0.38434247871333965
Area 21,2018,BIKETHEFT,5040,3,0.5952380952380953
Area 22,2018,BIKETHEFT,19425,9,0.4633204633204633
Area 23,2018,BIKETHEFT,12283,3,0.24424000651306685
Area 24,2018,BIKETHEFT,33501,20,0.5969971045640429
Area 25,2018,BIKETHEFT,16472,10,0.6070908207867897
Area 26,2018,BIKETHEFT,17300,8,0.4624277456647399
Area 27,2018,BIKETHEFT,11133,5,0.4491152429713464
Area 28,2018,BIKETHEFT,38522,20,0.5191838429988058
Area 29,2018,BIKETHEFT,26811,15,0.5594718585655141
Area 30,2018,BIKETHEFT,14639,9,0.6147960926292779
Area 31,2018,BIKETHEFT,24741,10,0.4041873812699568
Area 32,2018,BIKETHEFT,14325,8,0.5584642233856894
Area 33,2018,BIKETHEFT,31509,22,0.6982132089244343
Area 34,2018,BIKETHEFT,25959,8,0.30817828113563694
Area 35,2018,BIKETHEFT,19402,10,0.5154107823935676
Area 36,2018,BIKETHEFT,10966,9,0.820718584716396
Area 37,2018,BIKETHEFT,33798,11,0.3254630451506006
Area 38,2018,BIKETHEFT,31835,18,0.5654154232762683
Area 39,2018,BIKETHEFT,17048,7,0.4106053496011262
Area 40,2018,BIKETHEFT,20149,15,0.7444538190480917
Area 41,2018,BIKETHEFT,10026,2,0.19948134849391583
Area 42,2018,BIKETHEFT,37605,19,0.5052519611753756
Area 43,2018,BIKETHEFT,21151,13,0.6146281499692685
Area 44,2018,BIKETHEFT,30558,16,0.5235944760782774
Area 45,2018,BIKETHEFT,19214,6,0.3122723014468617
Area 46,2018,BIKETHEFT,19286,8,0.41480866950119255
Area 47,2018,BIKETHEFT,28193,12,0.4256375696094775
Area 48,2018,BIKETHEFT,29557,17,0.5751598606083161
Area 49,2018,BIKETHEFT,39975,19,0.47529706066291433
Area 50,2018,BIKETHEFT,19490,9,0.4617752693689071
Area 51,2018,BIKETHEFT,22412,11,0.4908084954488666
Area 52,2018,BIKETHEFT,17047,8,0.46929078430222326
Area 53,2018,BIKETHEFT,39723,14,0.3524406515117186
Area 54,2018,BIKETHEFT,25476,12,0.4710315591144607
Area 55,2018,BIKETHEFT,22368,8,0.35765379113018597
Area 56,2018,BIKETHEFT,36541,18,0.4925973563941874
Area 57,2018,BIKETHEFT,26068,18,0.6905017646156206
Area 58,2018,BIKETHEFT,35574,21,0.5903187721369539
Area 59,2018,BIKETHEFT,38752,16,0.41288191577208916
Area 60,2018,BIKETHEFT,23890,6,0.25115110925073253
Area 61,2018,BIKETHEFT,16283,7,0.42989621077197077
Area 62,2018,BIKETHEFT,21578,11,0.5097784780795254
Area 63,2018,BIKETHEFT,31800,10,0.31446540880503143
Area 64,2018,BIKETHEFT,30901,14,0.45305977152842947
Area 65,2018,BIKETHEFT,33077,18,0.5441847809656257
Area 66,2018,BIKETHEFT,8832,2,0.22644927536231885
Area 67,2018,BIKETHEFT,31027,14,0.4512199052438199
Area 68,2018,BIKETHEFT,19535,6,0.3071410289224469
Area 69,2018,BIKETHEFT,22532,11,0.488194567725901
Area 70,2018,BIKETHEFT,31502,20,0.6348803250587265
Area 71,2018,BIKETHEFT,27762,15,0.5403068943159715
Area 72,2018,BIKETHEFT,37952,16,0.42158516020236086
Area 73,2018,BIKETHEFT,5412,3,0.5543237250554324
Area 74,2018,BIKETHEFT,15761,6,0.3806865046634097
Area 75,2018,BIKETHEFT,35570,19,0.5341579983131853
Area 76,2018,BIKETHEFT,13985,11,0.7865570253843404
Area 77,2018,BIKETHEFT,19744,11,0.557131280388979
Area 78,2018,BIKETHEFT,30945,12,0.3877847794474067
Area 79,2018,BIKETHEFT,19803,13,0.6564661919911124
Area 80,2018,BIKETHEFT,11600,5,0.43103448275862066
Area 81,2018,BIKETHEFT,11789,9,0.7634235304097039
Area 82,2018,BIKETHEFT,5617,9,1.602278796510593
Area 83,2018,BIKETHEFT,36516,17,0.4655493482309125
Area 84,2018,BIKETHEFT,5538,3,0.5417118093174431
Area 85,2018,BIKETHEFT,37262,21,0.5635768343084108
Area 86,2018,BIKETHEFT,35452,15,0.4231073000112828
Area 87,2018,BIKETHEFT,8624,3,0.34786641929499074
Area 88,2018,BIKETHEFT,20581,9,0.43729653563966764
Area 89,2018,BIKETHEFT,24391,8,0.32798983231519824
Area 90,2018,BIKETHEFT,7210,4,0.5547850208044383
Area 91,2018,BIKETHEFT,7285,7,0.9608785175017158
Area 92,2018,BIKETHEFT,23761,5,0.2104288540044611
Area 93,2018,BIKETHEFT,37280,19,0.509656652360515
Area 94,2018,BIKETHEFT,12825,8,0.6237816764132554
Area 95,2018,BIKETHEFT,19750,13,0.6582278481012658
Area 96,2018,BIKETHEFT,29262,21,0.7176542956735698
Area 97,2018,BIKETHEFT,30448,16,0.5254860746190225
Area 98,2018,BIKETHEFT,15686,4,0.2550044625780951
Area 99,2018,BIKETHEFT,32454,14,0.43137979910026497
Area 100,2018,BIKETHEFT,17636,8,0.45361760036289406
Area 1,2019,BIKETHEFT,7985,1,0.12523481527864747
Area 2,2019,BIKETHEFT,34924,18,0.5154048791661894
Area 3,2019,BIKETHEFT,34709,10,0.28810971217839754
Area 4,2019,BIKETHEFT,7756,3,0.3867973182052605
Area 5,2019,BIKETHEFT,14641,8,0.5464107642920565
Area 6,2019,BIKETHEFT,36312,18,0.49570389953734306
Area 7,2019,BIKETHEFT,19182,12,0.6255864873318737
Area 8,2019,BIKETHEFT,20179,12,0.5946776351652708
Area 9,2019,BIKETHEFT,32167,12,0.3730531289831194
Area 10,2019,BIKETHEFT,29172,12,0.41135335252982314
Area 11,2019,BIKETHEFT,14096,8,0.5675368898978433
Area 12,2019,BIKETHEFT,35537,17,0.4783746517713932
Area 13,2019,BIKETHEFT,33980,12,0.3531489111241907
Area 14,2019,BIKETHEFT,12988,4,0.3079765937788728
Area 15,2019,BIKETHEFT,18535,10,0.5395198273536552
Area 16,2019,BIKETHEFT,29540,16,0.5416384563303994
Area 17,2019,BIKETHEFT,11215,4,0.3566651805617477
Area 18,2019,BIKETHEFT,22982,6,0.2610738839091463
Area 19,2019,BIKETHEFT,34393,15,0.43613526008199344
Area 20,2019,BIKETHEFT,33824,6,0.1773888363292337
Area 21,2019,BIKETHEFT,5040,4,0.7936507936507936
Area 22,2019,BIKETHEFT,19425,8,0.4118404118404118
Area 23,2019,BIKETHEFT,12283,4,0.3256533420174224
Area 24,2019,BIKETHEFT,33501,14,0.41789797319482996
Area 25,2019,BIKETHEFT,16472,4,0.24283632831471588
Area 26,2019,BIKETHEFT,17300,6,0.3468208092485549
Area 27,2019,BIKETHEFT,11133,4,0.35929219437707716
Area 28,2019,BIKETHEFT,38522,15,0.38938788224910437
Area 29,2019,BIKETHEFT,26811,11,0.41027936294804374
Area 30,2019,BIKETHEFT,14639,4,0.27324270783523463
Area 31,2019,BIKETHEFT,24741,18,0.7275372862859222
Area 32,2019,BIKETHEFT,14325,4,0.2792321116928447
Area 33,2019,BIKETHEFT,31509,23,0.729950172966454
Area 34,2019,BIKETHEFT,25959,12,0.46226742170345547
Area 35,2019,BIKETHEFT,19402,5,0.2577053911967838
Area 36,2019,BIKETHEFT,10966,1,0.09119095385737734
Area 37,2019,BIKETHEFT,33798,16,0.4734007929463282
Area 38,2019,BIKETHEFT,31835,12,0.37694361551751215
Area 39,2019,BIKETHEFT,17048,8,0.46926325668700136
Area 40,2019,BIKETHEFT,20149,5,0.24815127301603057
Area 41,2019,BIKETHEFT,10026,5,0.4987033712347895
Area 42,2019,BIKETHEFT,37605,19,0.5052519611753756
Area 43,2019,BIKETHEFT,21151,11,0.5200699730509195
Area 44,2019,BIKETHEFT,30558,13,0.42542051181360035
Area 45,2019,BIKETHEFT,19214,9,0.4684084521702925
Area 46,2019,BIKETHEFT,19286,8,0.41480866950119255
Area 47,2019,BIKETHEFT,28193,14,0.4965771645443905
Area 48,2019,BIKETHEFT,29557,13,0.43982812870047705
Area 49,2019,BIKETHEFT,39975,21,0.525328330206379
Area 50,2019,BIKETHEFT,19490,6,0.3078501795792714
Area 51,2019,BIKETHEFT,22412,8,0.3569516330537212
Area 52,2019,BIKETHEFT,17047,9,0.5279521323400012
Area 53,2019,BIKETHEFT,39723,20,0.5034866450167409
Area 54,2019,BIKETHEFT,25476,8,0.31402103940964043
Area 55,2019,BIKETHEFT,22368,3,0.13412017167381973
Area 56,2019,BIKETHEFT,36541,17,0.46523083659451026
Area 57,2019,BIKETHEFT,26068,11,0.42197330059843485
Area 58,2019,BIKETHEFT,35574,23,0.6465396075785687
Area 59,2019,BIKETHEFT,38752,20,0.5161023947151114
Area 60,2019,BIKETHEFT,23890,10,0.4185851820845542
Area 61,2019,BIKETHEFT,16283,4,0.24565497758398333
Area 62,2019,BIKETHEFT,21578,8,0.37074798405783665
Area 63,2019,BIKETHEFT,31800,10,0.31446540880503143
Area 64,2019,BIKETHEFT,30901,14,0.45305977152842947
Area 65,2019,BIKETHEFT,33077,15,0.45348731747135473
Area 66,2019,BIKETHEFT,8832,3,0.33967391304347827
Area 67,2019,BIKETHEFT,31027,11,0.35452992554871565
Area 68,2019,BIKETHEFT,19535,14,0.7166624008190428
Area 69,2019,BIKETHEFT,22532,14,0.6213385407420557
Area 70,2019,BIKETHEFT,31502,11,0.34918417878229957
Area 71,2019,BIKETHEFT,27762,13,0.46826597507384193
Area 72,2019,BIKETHEFT,37952,23,0.6060286677908937
Area 73,2019,BIKETHEFT,5412,2,0.36954915003695493
Area 74,2019,BIKETHEFT,15761,12,0.7613730093268194
Area 75,2019,BIKETHEFT,35570,18,0.5060444194545966
Area 76,2019,BIKETHEFT,13985,6,0.42903110475509476
Area 77,2019,BIKETHEFT,19744,11,0.557131280388979
Area 78,2019,BIKETHEFT,30945,16,0.5170463725965422
Area 79,2019,BIKETHEFT,19803,8,0.40397919507145386
Area 80,2019,BIKETHEFT,11600,5,0.43103448275862066
Area 81,2019,BIKETHEFT,11789,6,0.508949020273136
Area 82,2019,BIKETHEFT,5617,3,0.5340929321701976
Area 83,2019,BIKETHEFT,36516,10,0.2738525577828897
Area 84,2019,BIKETHEFT,5538,1,0.18057060310581438
Area 85,2019,BIKETHEFT,37262,14,0.3757178895389405
Area 86,2019,BIKETHEFT,35452,20,0.5641430666817105
Area 87,2019,BIKETHEFT,8624,1,0.11595547309833024
Area 88,2019,BIKETHEFT,20581,10,0.48588503959963075
Area 89,2019,BIKETHEFT,24391,13,0.5329834775121971
Area 90,2019,BIKETHEFT,7210,3,0.41608876560332875
Area 91,2019,BIKETHEFT,7285,5,0.6863417982155113
Area 92,2019,BIKETHEFT,23761,14,0.589200791212491
Area 93,2019,BIKETHEFT,37280,17,0.4560085836909871
Area 94,2019,BIKETHEFT,12825,4,0.3118908382066277
Area 95,2019,BIKETHEFT,19750,8,0.40506329113924056
Area 96,2019,BIKETHEFT,29262,12,0.4100881689563256
Area 97,2019,BIKETHEFT,30448,21,0.6897004729374672
Area 98,2019,BIKETHEFT,15686,3,0.19125334693357135
Area 99,2019,BIKETHEFT,32454,17,0.5238183274788932
Area 100,2019,BIKETHEFT,17636,5,0.2835110002268088
Area 1,2020,BIKETHEFT,7985,4,0.5009392611145899
Area 2,2020,BIKETHEFT,34924,17,0.4867712747680678
Area 3,2020,BIKETHEFT,34709,17,0.4897865107032758
Area 4,2020,BIKETHEFT,7756,2,0.25786487880350695
Area 5,2020,BIKETHEFT,14641,10,0.6830134553650707
Area 6,2020,BIKETHEFT,36312,9,0.24785194976867153
Area 7,2020,BIKETHEFT,19182,7,0.36492545094359297
Area 8,2020,BIKETHEFT,20179,8,0.39645175677684724
Area 9,2020,BIKETHEFT,32167,14,0.4352286504803059
Area 10,2020,BIKETHEFT,29172,8,0.2742355683532154
Area 11,2020,BIKETHEFT,14096,3,0.21282633371169124
Area 12,2020,BIKETHEFT,35537,24,0.6753524495596139
Area 13,2020,BIKETHEFT,33980,21,0.6180105944673338
Area 14,2020,BIKETHEFT,12988,5,0.384970742223591
Area 15,2020,BIKETHEFT,18535,11,0.5934718100890207
Area 16,2020,BIKETHEFT,29540,11,0.3723764387271496
Area 17,2020,BIKETHEFT,11215,3,0.26749888542131073
Area 18,2020,BIKETHEFT,22982,17,0.7397093377425812
Area 19,2020,BIKETHEFT,34393,16,0.46521094408745967
Area 20,2020,BIKETHEFT,33824,13,0.38434247871333965
Area 21,2020,BIKETHEFT,5040,2,0.3968253968253968
Area 22,2020,BIKETHEFT,19425,6,0.3088803088803089
Area 23,2020,BIKETHEFT,12283,4,0.3256533420174224
Area 24,2020,BIKETHEFT,33501,18,0.5372973941076387
Area 25,2020,BIKETHEFT,16472,12,0.7285089849441476
Area 26,2020,BIKETHEFT,17300,9,0.5202312138728323
Area 27,2020,BIKETHEFT,11133,4,0.35929219437707716
Area 28,2020,BIKETHEFT,38522,13,0.3374694979492238
Area 29,2020,BIKETHEFT,26811,14,0.5221737346611465
Area 30,2020,BIKETHEFT,14639,5,0.3415533847940433
Area 31,2020,BIKETHEFT,24741,19,0.7679560244129179
Area 32,2020,BIKETHEFT,14325,7,0.4886561954624782
Area 33,2020,BIKETHEFT,31509,11,0.34910660446221714
Area 34,2020,BIKETHEFT,25959,12,0.46226742170345547
Area 35,2020,BIKETHEFT,19402,7,0.36078754767549737
Area 36,2020,BIKETHEFT,10966,4,0.36476381542950936
Area 37,2020,BIKETHEFT,33798,21,0.6213385407420557
Area 38,2020,BIKETHEFT,31835,21,0.6596513271556463
Area 39,2020,BIKETHEFT,17048,14,0.8212106992022524
Area 40,2020,BIKETHEFT,20149,6,0.2977815276192367
Area 41,2020,BIKETHEFT,10026,3,0.29922202274087373
Area 42,2020,BIKETHEFT,37605,23,0.6116207951070336
Area 43,2020,BIKETHEFT,21151,17,0.8037445038059666
Area 44,2020,BIKETHEFT,30558,21,0.6872177498527391
Area 45,2020,BIKETHEFT,19214,8,0.41636306859581557
Area 46,2020,BIKETHEFT,19286,10,0.5185108368764908
Area 47,2020,BIKETHEFT,28193,10,0.3546979746745646
Area 48,2020,BIKETHEFT,29557,15,0.5074939946543966
Area 49,2020,BIKETHEFT,39975,16,0.4002501563477173
Area 50,2020,BIKETHEFT,19490,7,0.35915854284248333
Area 51,2020,BIKETHEFT,22412,8,0.3569516330537212
Area 52,2020,BIKETHEFT,17047,3,0.1759840441133337
Area 53,2020,BIKETHEFT,39723,21,0.528660977267578
Area 54,2020,BIKETHEFT,25476,15,0.5887894488930758
Area 55,2020,BIKETHEFT,22368,16,0.7153075822603719
Area 56,2020,BIKETHEFT,36541,14,0.38313127719547907
Area 57,2020,BIKETHEFT,26068,11,0.42197330059843485
Area 58,2020,BIKETHEFT,35574,20,0.5622083544161466
Area 59,2020,BIKETHEFT,38752,14,0.361271676300578
Area 60,2020,BIKETHEFT,23890,8,0.33486814566764334
Area 61,2020,BIKETHEFT,16283,10,0.6141374439599583
Area 62,2020,BIKETHEFT,21578,7,0.32440448605060707
Area 63,2020,BIKETHEFT,31800,14,0.440251572327044
Area 64,2020,BIKETHEFT,30901,17,0.5501440082845215
Area 65,2020,BIKETHEFT,33077,12,0.3627898539770838
Area 66,2020,BIKETHEFT,8832,1,0.11322463768115942
Area 67,2020,BIKETHEFT,31027,13,0.4189899120121185
Area 68,2020,BIKETHEFT,19535,9,0.4607115433836704
Area 69,2020,BIKETHEFT,22532,11,0.488194567725901
Area 70,2020,BIKETHEFT,31502,14,0.4444162275411085
Area 71,2020,BIKETHEFT,27762,10,0.36020459621064765
Area 72,2020,BIKETHEFT,37952,20,0.5269814502529511
Area 73,2020,BIKETHEFT,5412,0,0
Area 74,2020,BIKETHEFT,15761,2,0.12689550155446988
Area 75,2020,BIKETHEFT,35570,17,0.4779308405960079
Area 76,2020,BIKETHEFT,13985,6,0.42903110475509476
Area 77,2020,BIKETHEFT,19744,4,0.2025931928687196
Area 78,2020,BIKETHEFT,30945,13,0.4201001777346906
Area 79,2020,BIKETHEFT,19803,9,0.4544765944553856
Area 80,2020,BIKETHEFT,11600,3,0.25862068965517243
Area 81,2020,BIKETHEFT,11789,5,0.42412418356094667
Area 82,2020,BIKETHEFT,5617,1,0.17803097739006588
Area 83,2020,BIKETHEFT,36516,16,0.4381640924526235
Area 84,2020,BIKETHEFT,5538,2,0.36114120621162876
Area 85,2020,BIKETHEFT,37262,19,0.5099028500885621
Area 86,2020,BIKETHEFT,35452,18,0.5077287600135395
Area 87,2020,BIKETHEFT,8624,0,0
Area 88,2020,BIKETHEFT,20581,4,0.1943540158398523
Area 89,2020,BIKETHEFT,24391,11,0.45098601943339756
Area 90,2020,BIKETHEFT,7210,4,0.5547850208044383
Area 91,2020,BIKETHEFT,7285,2,0.27453671928620454
Area 92,2020,BIKETHEFT,23761,13,0.5471150204115989
Area 93,2020,BIKETHEFT,37280,13,0.3487124463519313
Area 94,2020,BIKETHEFT,12825,8,0.6237816764132554
Area 95,2020,BIKETHEFT,19750,5,0.25316455696202533
Area 96,2020,BIKETHEFT,29262,19,0.6493062675141822
Area 97,2020,BIKETHEFT,30448,9,0.29558591697320025
Area 98,2020,BIKETHEFT,15686,6,0.3825066938671427
Area 99,2020,BIKETHEFT,32454,15,0.4621926418931411
Area 100,2020,BIKETHEFT,17636,10,0.5670220004536176
Area 1,2021,BIKETHEFT,7985,6,0.7514088916718848
Area 2,2021,BIKETHEFT,34924,16,0.4581376703699462
Area 3,2021,BIKETHEFT,34709,19,0.5474084531389553
Area 4,2021,BIKETHEFT,7756,3,0.3867973182052605
Area 5,2021,BIKETHEFT,14641,5,0.34150672768253537
Area 6,2021,BIKETHEFT,36312,21,0.5783212161269002
Area 7,2021,BIKETHEFT,19182,8,0.4170576582212491
Area 8,2021,BIKETHEFT,20179,19,0.9415729223450121
Area 9,2021,BIKETHEFT,32167,16,0.4974041719774925
Area 10,2021,BIKETHEFT,29172,14,0.4799122446181269
Area 11,2021,BIKETHEFT,14096,9,0.6384790011350737
Area 12,2021,BIKETHEFT,35537,14,0.39395559557644144
Area 13,2021,BIKETHEFT,33980,16,0.47086521483225424
Area 14,2021,BIKETHEFT,12988,4,0.3079765937788728
Area 15,2021,BIKETHEFT,18535,7,0.37766387914755867
Area 16,2021,BIKETHEFT,29540,16,0.5416384563303994
Area 17,2021,BIKETHEFT,11215,4,0.3566651805617477
Area 18,2021,BIKETHEFT,22982,10,0.43512313984857715
Area 19,2021,BIKETHEFT,34393,13,0.377983892071061
Area 20,2021,BIKETHEFT,33824,15,0.44347209082308425
Area 21,2021,BIKETHEFT,5040,4,0.7936507936507936
Area 22,2021,BIKETHEFT,19425,8,0.4118404118404118
Area 23,2021,BIKETHEFT,12283,5,0.4070666775217781
Area 24,2021,BIKETHEFT,33501,14,0.41789797319482996
Area 25,2021,BIKETHEFT,16472,3,0.1821272462360369
Area 26,2021,BIKETHEFT,17300,9,0.5202312138728323
Area 27,2021,BIKETHEFT,11133,6,0.5389382915656157
Area 28,2021,BIKETHEFT,38522,19,0.4932246508488656
Area 29,2021,BIKETHEFT,26811,10,0.37298123904367614
Area 30,2021,BIKETHEFT,14639,5,0.3415533847940433
Area 31,2021,BIKETHEFT,24741,5,0.2020936906349784
Area 32,2021,BIKETHEFT,14325,4,0.2792321116928447
Area 33,2021,BIKETHEFT,31509,17,0.5395283887143356
Area 34,2021,BIKETHEFT,25959,11,0.4237451365615008
Area 35,2021,BIKETHEFT,19402,5,0.2577053911967838
Area 36,2021,BIKETHEFT,10966,3,0.273572861572132
Area 37,2021,BIKETHEFT,33798,23,0.6805136398603467
Area 38,2021,BIKETHEFT,31835,17,0.5340034553164756
Area 39,2021,BIKETHEFT,17048,14,0.8212106992022524
Area 40,2021,BIKETHEFT,20149,11,0.5459328006352673
Area 41,2021,BIKETHEFT,10026,7,0.6981847197287053
Area 42,2021,BIKETHEFT,37605,14,0.37229091876080306
Area 43,2021,BIKETHEFT,21151,8,0.37823270767339606
Area 44,2021,BIKETHEFT,30558,16,0.5235944760782774
Area 45,2021,BIKETHEFT,19214,13,0.6765899864682003
Area 46,2021,BIKETHEFT,19286,11,0.5703619205641398
Area 47,2021,BIKETHEFT,28193,17,0.6029865569467598
Area 48,2021,BIKETHEFT,29557,11,0.3721622627465575
Area 49,2021,BIKETHEFT,39975,13,0.3252032520325203
Area 50,2021,BIKETHEFT,19490,12,0.6157003591585428
Area 51,2021,BIKETHEFT,22412,5,0.22309477065857578
Area 52,2021,BIKETHEFT,17047,6,0.3519680882266674
Area 53,2021,BIKETHEFT,39723,20,0.5034866450167409
Area 54,2021,BIKETHEFT,25476,5,0.19626314963102529
Area 55,2021,BIKETHEFT,22368,12,0.5364806866952789
Area 56,2021,BIKETHEFT,36541,21,0.5746969157932186
Area 57,2021,BIKETHEFT,26068,11,0.42197330059843485
Area 58,2021,BIKETHEFT,35574,19,0.5340979366953393
Area 59,2021,BIKETHEFT,38752,18,0.4644921552436003
Area 60,2021,BIKETHEFT,23890,13,0.5441607367099205
Area 61,2021,BIKETHEFT,16283,6,0.3684824663759749
Area 62,2021,BIKETHEFT,21578,13,0.6024654740939847
Area 63,2021,BIKETHEFT,31800,15,0.4716981132075472
Area 64,2021,BIKETHEFT,30901,10,0.3236141225203068
Area 65,2021,BIKETHEFT,33077,18,0.5441847809656257
Area 66,2021,BIKETHEFT,8832,2,0.22644927536231885
Area 67,2021,BIKETHEFT,31027,9,0.29006993908531276
Area 68,2021,BIKETHEFT,19535,10,0.5119017148707448
Area 69,2021,BIKETHEFT,22532,9,0.3994319190484644
Area 70,2021,BIKETHEFT,31502,15,0.47616024379404487
Area 71,2021,BIKETHEFT,27762,12,0.4322455154527772
Area 72,2021,BIKETHEFT,37952,17,0.44793423271500843
Area 73,2021,BIKETHEFT,5412,2,0.36954915003695493
Area 74,2021,BIKETHEFT,15761,10,0.6344775077723495
Area 75,2021,BIKETHEFT,35570,13,0.3654765251616531
Area 76,2021,BIKETHEFT,13985,9,0.643546657132642
Area 77,2021,BIKETHEFT,19744,9,0.4558346839546191
Area 78,2021,BIKETHEFT,30945,12,0.3877847794474067
Area 79,2021,BIKETHEFT,19803,6,0.30298439630359036
Area 80,2021,BIKETHEFT,11600,5,0.43103448275862066
Area 81,2021,BIKETHEFT,11789,2,0.16964967342437867
Area 82,2021,BIKETHEFT,5617,1,0.17803097739006588
Area 83,2021,BIKETHEFT,36516,12,0.32862306933946767
Area 84,2021,BIKETHEFT,5538,4,0.7222824124232575
Area 85,2021,BIKETHEFT,37262,15,0.4025548816488648
Area 86,2021,BIKETHEFT,35452,16,0.45131445334536835
Area 87,2021,BIKETHEFT,8624,3,0.34786641929499074
Area 88,2021,BIKETHEFT,20581,8,0.3887080316797046
Area 89,2021,BIKETHEFT,24391,7,0.28699110327579846
Area 90,2021,BIKETHEFT,7210,3,0.41608876560332875
Area 91,2021,BIKETHEFT,7285,2,0.27453671928620454
Area 92,2021,BIKETHEFT,23761,6,0.2525146248053533
Area 93,2021,BIKETHEFT,37280,19,0.509656652360515
Area 94,2021,BIKETHEFT,12825,5,0.3898635477582846
Area 95,2021,BIKETHEFT,19750,6,0.3037974683544304
Area 96,2021,BIKETHEFT,29262,10,0.341740140796938
Area 97,2021,BIKETHEFT,30448,11,0.361271676300578
Area 98,2021,BIKETHEFT,15686,5,0.3187555782226189
Area 99,2021,BIKETHEFT,32454,11,0.33894127072163677
Area 100,2021,BIKETHEFT,17636,8,0.45361760036289406
Area 1,2022,BIKETHEFT,7985,4,0.5009392611145899
Area 2,2022,BIKETHEFT,34924,19,0.5440384835643111
Area 3,2022,BIKETHEFT,34709,20,0.5762194243567951
Area 4,2022,BIKETHEFT,7756,2,0.25786487880350695
Area 5,2022,BIKETHEFT,14641,10,0.6830134553650707
Area 6,2022,BIKETHEFT,36312,15,0.4130865829477859
Area 7,2022,BIKETHEFT,19182,7,0.36492545094359297
Area 8,2022,BIKETHEFT,20179,10,0.495564695971059
Area 9,2022,BIKETHEFT,32167,14,0.4352286504803059
Area 10,2022,BIKETHEFT,29172,13,0.44563279857397503
Area 11,2022,BIKETHEFT,14096,6,0.4256526674233825
Area 12,2022,BIKETHEFT,35537,17,0.4783746517713932
Area 13,2022,BIKETHEFT,33980,17,0.5002942907592701
Area 14,2022,BIKETHEFT,12988,6,0.4619648906683092
Area 15,2022,BIKETHEFT,18535,7,0.37766387914755867
Area 16,2022,BIKETHEFT,29540,15,0.5077860528097495
Area 17,2022,BIKETHEFT,11215,4,0.3566651805617477
Area 18,2022,BIKETHEFT,22982,10,0.43512313984857715
Area 19,2022,BIKETHEFT,34393,14,0.4070595760765272
Area 20,2022,BIKETHEFT,33824,15,0.44347209082308425
Area 21,2022,BIKETHEFT,5040,2,0.3968253968253968
Area 22,2022,BIKETHEFT,19425,8,0.4118404118404118
Area 23,2022,BIKETHEFT,12283,6,0.4884800130261337
Area 24,2022,BIKETHEFT,33501,17,0.5074475388794365
Area 25,2022,BIKETHEFT,16472,11,0.6677999028654686
Area 26,2022,BIKETHEFT,17300,9,0.5202312138728323
Area 27,2022,BIKETHEFT,11133,5,0.4491152429713464
Area 28,2022,BIKETHEFT,38522,15,0.38938788224910437
Area 29,2022,BIKETHEFT,26811,12,0.44757748685241133
Area 30,2022,BIKETHEFT,14639,4,0.27324270783523463
Area 31,2022,BIKETHEFT,24741,9,0.3637686431429611
Area 32,2022,BIKETHEFT,14325,4,0.2792321116928447
